Tipo Muert.;Provincia;Cantón;Area del Hecho;Lugar;Tipo Lugar;Fecha Infracción;Hora Infracción;Arma;Tipo Arma;Probable Causa M.;Edad;Med. Edad;Sexo;Etnia;Estado Civil;Nacionalidad;Anio_i;Mes_i;Cod_prov;cod_cantón
ASESINATO;MANABI;SUCRE;URBANO;VIA PUBLICA;PUBLICO;8/1/2023;0:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;13;1314
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;8/1/2023;1:35;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MONTUBIO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;NARANJAL;RURAL;TERRENO BALDIO;PUBLICO;7/1/2023;22:00;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;51;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;911
ASESINATO;PICHINCHA;RUMIÑAHUI;URBANO;HOSPITALES;PRIVADO;7/1/2023;22:30;ARMA BLANCA;CUCHILLO            ;HERIDA POR ARMA BLANCA;38;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;17;1705
ASESINATO;ESMERALDAS;RIOVERDE;RURAL;VIA PUBLICA;PUBLICO;8/1/2023;1:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;AFRO;NO DETERMINADO;COLOMBIA;2023;enero;8;807
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;8/1/2023;1:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;60;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;8/1/2023;1:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;8/1/2023;1:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;8/1/2023;1:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;7/1/2023;19:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;7/1/2023;19:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;15;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;7/1/2023;12:35;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;7/1/2023;2:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;45;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;SANTA LUCIA;RURAL;CAJEROS;PUBLICO;8/1/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;918
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;7/1/2023;18:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;7/1/2023;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;54;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;7/1/2023;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;7/1/2023;17:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;7/1/2023;19:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;7/1/2023;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;SUCUMBIOS;LAGO AGRIO;URBANO;CASA/VILLA;PRIVADO;8/1/2023;22:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;21;2101
ASESINATO;SUCUMBIOS;LAGO AGRIO;URBANO;CASA/VILLA;PRIVADO;8/1/2023;22:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;21;2101
ASESINATO;SUCUMBIOS;LAGO AGRIO;URBANO;CASA/VILLA;PRIVADO;8/1/2023;22:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;21;2101
ASESINATO;EL ORO;MACHALA;URBANO;CASA/VILLA;PRIVADO;8/1/2023;8:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;7;701
ASESINATO;EL ORO;MACHALA;URBANO;CASA/VILLA;PRIVADO;8/1/2023;8:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;39;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;7;701
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;8/1/2023;4:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;URBANO;VIA PUBLICA;PUBLICO;9/1/2023;1:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;23;808
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;8/1/2023;1:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;8/1/2023;12:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;8/1/2023;2:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;43;A;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;LOCALES DE NECESIDADES BASICAS;PRIVADO;8/1/2023;13:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;INTERIOR DE TAXI;PRIVADO;8/1/2023;16:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;8/1/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;8/1/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;8/1/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
HOMICIDIO;PICHINCHA;QUITO;URBANO;CANCHAS DE USO MULTIPLE;PUBLICO;9/1/2023;2:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;;A;HOMBRE;AFRO;NO DETERMINADO;ECUADOR;2023;enero;17;1701
HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;9/1/2023;14:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;17;1701
ASESINATO;CAÑAR;LA TRONCAL;RURAL;VIA PUBLICA;PUBLICO;9/1/2023;6:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;39;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;3;304
ASESINATO;LOS RIOS;PUEBLO VIEJO;URBANO;VIA PUBLICA;PUBLICO;9/1/2023;17:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1204
HOMICIDIO;LOS RIOS;QUEVEDO;URBANO;VIA PUBLICA;PUBLICO;9/1/2023;14:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;51;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1205
ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;URBANO;VIA PUBLICA;PUBLICO;9/1/2023;20:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;23;2301
ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;URBANO;CASA/VILLA;PRIVADO;9/1/2023;23:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;23;2301
ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;URBANO;GASOLINERAS;PRIVADO;9/1/2023;14:00;OTROS;OTRO;HERIDAS CONTUSAS;42;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;23;2301
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;9/1/2023;3:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;AFRO;NO DETERMINADO;NO DETERMINADO;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;9/1/2023;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;9;901
ASESINATO;EL ORO;HUAQUILLAS;URBANO;VIA PUBLICA;PUBLICO;9/1/2023;12:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;7;707
ASESINATO;EL ORO;HUAQUILLAS;URBANO;VIA PUBLICA;PUBLICO;9/1/2023;12:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;7;707
ASESINATO;GUAYAS;SALITRE;RURAL;TERRENO BALDIO;PUBLICO;10/1/2023;6:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;919
ASESINATO;GUAYAS;NARANJAL;URBANO;CASA/VILLA;PRIVADO;7/1/2023;3:45;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;50;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;911
HOMICIDIO;LOJA;LOJA;URBANO;MERCADOS;PUBLICO;9/1/2023;16:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;51;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;11;1101
ASESINATO;LOJA;CATAMAYO;RURAL;VIA PUBLICA;PUBLICO;9/1/2023;22:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;49;A;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;enero;11;1103
ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;9/1/2023;23:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;7;701
ASESINATO;EL ORO;PASAJE;URBANO;VIA PUBLICA;PUBLICO;9/1/2023;21:55;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;7;709
ASESINATO;MANABI;PUERTO LOPEZ;URBANO;INTERIOR DE VEHICULO PARTICULAR;PRIVADO;9/1/2023;16:30;OTROS;OTRO;HERIDAS CONTUSAS;30;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;13;1319
HOMICIDIO;LOS RIOS;URDANETA;RURAL;VIA PUBLICA;PUBLICO;10/1/2023;15:01;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1206
HOMICIDIO;LOS RIOS;URDANETA;RURAL;VIA PUBLICA;PUBLICO;10/1/2023;15:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;A;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1206
HOMICIDIO;LOS RIOS;URDANETA;RURAL;VIA PUBLICA;PUBLICO;10/1/2023;15:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1206
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;TERRENO BALDIO;PUBLICO;10/1/2023;3:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;10/1/2023;11:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;10/1/2023;20:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;10/1/2023;22:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;58;A;HOMBRE;ASIATICO/A;SOLTERO;CHINA POPULAR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;HOSPITALES;PRIVADO;11/1/2023;2:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;AFRO;NO DETERMINADO;NO DETERMINADO;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;9/1/2023;21:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;2;M;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;SUCUMBIOS;SHUSHUFINDI;RURAL;VIA PUBLICA;PUBLICO;10/1/2023;22:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;21;2104
ASESINATO;EL ORO;PASAJE;URBANO;VIA PUBLICA;PUBLICO;10/1/2023;18:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;enero;7;709
HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;10/1/2023;23:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;17;1701
ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;11/1/2023;19:05;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;7;701
ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;URBANO;NIGHT CLUBS;PRIVADO;12/1/2023;0:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;23;2301
ASESINATO;LOS RIOS;VENTANAS;URBANO;VIA PUBLICA;PUBLICO;11/1/2023;20:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;50;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;12;1207
ASESINATO;MANABI;SUCRE;URBANO;VIA PUBLICA;PUBLICO;11/1/2023;18:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;13;1314
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;TRANSPORTE PRIVADO;PRIVADO;11/1/2023;10:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;11/1/2023;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;11/1/2023;15:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;TRANSPORTE PRIVADO;PRIVADO;11/1/2023;17:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MONTUBIO/A;NO DETERMINADO;NO DETERMINADO;2023;enero;9;901
ASESINATO;EL ORO;ARENILLAS;RURAL;FINCA;PRIVADO;11/1/2023;3:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;7;702
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;11/1/2023;18:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;URBANO;CASA/VILLA;PRIVADO;12/1/2023;9:30;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;20;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;23;2301
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;11/1/2023;20:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
FEMICIDIO;LOS RIOS;VINCES;URBANO;OTROS LOCALES COMERCIALES;PRIVADO;12/1/2023;13:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;46;A;MUJER;MESTIZO/A;CASADO;ECUADOR;2023;enero;12;1208
ASESINATO;MANABI;PEDERNALES;URBANO;VIA PUBLICA;PUBLICO;12/1/2023;16:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;56;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;enero;13;1317
ASESINATO;MANABI;MANTA;URBANO;HOSPITALES;PRIVADO;12/1/2023;22:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA BLANCA;63;A;MUJER;MESTIZO/A;CASADO;ECUADOR;2023;enero;13;1308
ASESINATO;MANABI;MANTA;URBANO;CANCHAS DE USO MULTIPLE;PUBLICO;12/1/2023;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA BLANCA;19;A;HOMBRE;MESTIZO/A;SOLTERO;VENEZUELA;2023;enero;13;1308
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;PATIOS DE COMIDAS;PRIVADO;12/1/2023;13:05;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;LOS RIOS;QUEVEDO;URBANO;CASA/VILLA;PRIVADO;12/1/2023;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;12;1205
ASESINATO;LOJA;LOJA;RURAL;VIA PUBLICA;PUBLICO;7/1/2023;4:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;34;A;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;enero;11;1101
HOMICIDIO;MORONA SANTIAGO;SANTIAGO;RURAL;RIO;PUBLICO;4/1/2023;18:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;42;A;HOMBRE;MESTIZO/A;EN UNION DE HECHO;PERU;2023;enero;14;1405
ASESINATO;LOS RIOS;PUEBLO VIEJO;URBANO;VIA PUBLICA;PUBLICO;13/1/2023;7:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;12;1204
ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;12/1/2023;17:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;51;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;907
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;HOSPITALES;PRIVADO;12/1/2023;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;42;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;12/1/2023;23:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;910
ASESINATO;MANABI;EL CARMEN;URBANO;VIA PUBLICA;PUBLICO;13/1/2023;9:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;2023;enero;13;1304
HOMICIDIO;PICHINCHA;QUITO;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;13/1/2023;12:10;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;42;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;17;1701
ASESINATO;EL ORO;SANTA ROSA;RURAL;CASA/VILLA;PRIVADO;13/1/2023;2:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA BLANCA;44;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;7;712
ASESINATO;EL ORO;SANTA ROSA;RURAL;CASA/VILLA;PRIVADO;13/1/2023;2:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;45;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;7;712
ASESINATO;AZUAY;CAMILO PONCE ENRIQUEZ;URBANO;VIA PUBLICA;PUBLICO;13/1/2023;14:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;45;A;MUJER;MESTIZO/A;DIVORCIADO;ECUADOR;2023;enero;1;115
ASESINATO;EL ORO;MACHALA;URBANO;CASA/VILLA;PRIVADO;13/1/2023;18:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;enero;7;701
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;13/1/2023;10:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;55;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;13/1/2023;21:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;9;907
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;13/1/2023;19:34;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;77;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;13/1/2023;17:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;9;901
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;13/1/2023;17:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;9;901
